CustomerID,Name,Age,Gender,Email,Phone,PurchaseAmount,PurchaseDate,ProductCategory,Rating,Unnamed,  Gender  
CUST1082,Ali Mahmoud,,male,ali.mahmoud@yahoo.com,,424.64,2025-01-24,Electronics,10.0,,male
CUST1083,Ali Hassan,,Male,ali.hassan@yahoo.com,,141.87,2022-11-24,,10.0,,Male
CUST1084,John Smith,,F,john.smith@yahoo.com,,58.44,2025-04-24,Home,1.0,,F
CUST1085,Ali Gaber,-1.0,,ali.gaber@yahoo.com,,458.49,2025-07-17,,10.0,,
CUST1086,Fatma Hassan,200.0,Female,fatma.hassan@hotmail.com,0123456789,693.15,2024-08-26,Clothing,4.0,,Female
CUST1087,Sara Gaber,41.0,F,sara.gaber@gmail.com,,467.33,2024-02-13,,4.0,,F
CUST1088,Lina Hassan,-1.0,M,lina.hassan@gmail.com,0123456789,216.88,2024-05-13,Electronics,3.0,,M
CUST1089,Alaa Gaber,,F,alaa.gaber@hotmail.com,,349.65,2022-10-31,Toys,1.0,,F
CUST1090,Ali Mahmoud,-1.0,male,ali.mahmoud@yahoo.com,0987654321,143.28,2025-06-25,Clothing,1.0,,male
CUST1091,Sara Hassan,-1.0,F,sara.hassan@hotmail.com,,753.92,2023-02-19,Books,3.0,,F
CUST1092,John Ali,-1.0,female,john.ali@gmail.com,0987654321,771.55,2023-09-07,,10.0,,female
CUST1093,Fatma Ibrahim,200.0,Male,fatma.ibrahim@gmail.com,,558.24,2023-07-23,Electronics,1.0,,Male
CUST1094,Fatma Smith,-1.0,M,fatma.smith@gmail.com,,883.32,2023-07-06,,,,M
CUST1095,Lina Ali,31.0,Male,lina.ali@gmail.com,0987654321,989.5,2025-06-14,Clothing,5.0,,Male
CUST1096,Ahmed Smith,-1.0,Male,ahmed.smith@gmail.com,0987654321,179.9,2025-04-14,Home,4.0,,Male
CUST1097,Sara Ali,200.0,male,sara.ali@yahoo.com,,290.07,2023-06-14,Home,,,male
CUST1098,Alaa Hassan,-1.0,Female,alaa.hassan@hotmail.com,0123456789,951.65,2023-08-13,Toys,2.0,,Female
CUST1099,Mark Ibrahim,200.0,F,mark.ibrahim@gmail.com,0987654321,402.26,2024-02-03,Clothing,2.0,,F
CUST1100,Sara Ali,200.0,Male,sara.ali@gmail.com,0123456789,438.21,32/13/2020,,3.0,,Male
CUST1101,Ali Mahmoud,,female,ali.mahmoud@hotmail.com,0123456789,502.86,2023-11-08,,1.0,,female
CUST1102,Ali Smith,200.0,M,ali.smith@yahoo.com,0987654321,76.21,2024-12-23,Electronics,5.0,,M
CUST1103,Mark Mahmoud,,Male,mark.mahmoud@yahoo.com,,35.01,2025-04-23,Clothing,2.0,,Male
CUST1104,Ali Hassan,-1.0,,ali.hassan@gmail.com,,392.66,2024-04-04,Home,,,
CUST1105,Sara Ibrahim,,F,sara.ibrahim@gmail.com,0987654321,530.59,2025-05-23,Clothing,,,F
CUST1106,Ali Gaber,-1.0,,ali.gaber@hotmail.com,0987654321,361.23,2024-01-02,Toys,2.0,,
CUST1107,Lina Ibrahim,,F,lina.ibrahim@gmail.com,,654.55,2024-03-29,,3.0,,F
CUST1108,Mark Ibrahim,200.0,F,mark.ibrahim@gmail.com,0123456789,380.2,2023-07-09,Books,2.0,,F
CUST1109,Ali Hassan,200.0,F,ali.hassan@yahoo.com,0123456789,586.24,2025-04-27,Electronics,,,F
CUST1110,Alaa Mahmoud,200.0,Male,alaa.mahmoud@hotmail.com,,524.98,2023-03-14,Home,,,Male
CUST1111,Ali Mahmoud,,Female,ali.mahmoud@yahoo.com,,237.89,2023-07-13,Home,3.0,,Female
CUST1112,Alaa Mahmoud,-1.0,female,alaa.mahmoud@yahoo.com,0987654321,519.25,2024-07-06,,4.0,,female
CUST1113,Mark Smith,-1.0,female,mark.smith@gmail.com,0987654321,440.41,2022-11-28,,1.0,,female
CUST1114,Sara Mahmoud,200.0,,sara.mahmoud@yahoo.com,0987654321,490.23,2023-12-21,Toys,2.0,,
CUST1115,John Ali,200.0,M,john.ali@hotmail.com,,12.52,2024-06-02,Clothing,4.0,,M
CUST1116,Sara Gaber,200.0,Female,sara.gaber@gmail.com,0987654321,500.41,2024-10-23,Clothing,3.0,,Female
CUST1117,Ali Hassan,200.0,M,ali.hassan@yahoo.com,,71.93,2022-11-22,,,,M
CUST1118,Alaa Mahmoud,200.0,,alaa.mahmoud@gmail.com,0123456789,287.82,32/13/2020,,10.0,,
CUST1119,Ali Mahmoud,-1.0,Male,ali.mahmoud@yahoo.com,0987654321,259.98,32/13/2020,Electronics,,,Male
CUST1120,Ali Mahmoud,,F,ali.mahmoud@gmail.com,,741.43,2024-09-07,,4.0,,F
CUST1121,Fatma Mahmoud,,Female,fatma.mahmoud@yahoo.com,,373.22,2024-11-04,Electronics,,,Female
CUST1122,Mark Ali,,female,mark.ali@hotmail.com,0123456789,548.34,2024-06-25,Books,4.0,,female
CUST1123,Fatma Ibrahim,,Male,fatma.ibrahim@gmail.com,,80.53,2023-08-03,Toys,4.0,,Male
CUST1124,Ahmed Mahmoud,44.0,M,ahmed.mahmoud@gmail.com,,927.77,2024-05-25,Toys,5.0,,M
CUST1125,John Gaber,,Female,john.gaber@yahoo.com,,520.22,2023-04-19,Toys,10.0,,Female
CUST1126,Fatma Gaber,,female,fatma.gaber@gmail.com,,257.81,2023-06-02,,4.0,,female
CUST1127,Ali Smith,,,ali.smith@gmail.com,,411.02,2022-10-28,,10.0,,
CUST1128,Fatma Gaber,,F,fatma.gaber@gmail.com,0987654321,430.01,2024-02-27,Books,3.0,,F
CUST1129,Fatma Ibrahim,40.0,Male,fatma.ibrahim@gmail.com,0123456789,958.06,2024-06-25,Clothing,2.0,,Male
CUST1130,Sara Ali,200.0,Female,sara.ali@hotmail.com,,89.27,2024-10-08,,5.0,,Female
CUST1131,Sara Gaber,-1.0,M,sara.gaber@yahoo.com,,950.64,2025-03-08,Home,5.0,,M
CUST1132,John Ali,-1.0,Male,john.ali@gmail.com,,7.36,2025-01-15,Clothing,2.0,,Male
CUST1133,Alaa Mahmoud,,female,alaa.mahmoud@hotmail.com,,456.98,2024-08-22,Clothing,10.0,,female
CUST1134,Sara Ali,200.0,F,sara.ali@gmail.com,,979.32,2024-08-09,Toys,1.0,,F
CUST1135,Ali Smith,-1.0,Male,ali.smith@hotmail.com,0123456789,320.92,2025-02-20,Home,4.0,,Male
CUST1136,Alaa Hassan,200.0,F,alaa.hassan@gmail.com,0987654321,615.09,2025-01-25,Toys,3.0,,F
CUST1137,Alaa Ali,200.0,female,alaa.ali@yahoo.com,0123456789,755.4,2025-03-03,,2.0,,female
CUST1138,Fatma Ibrahim,79.0,M,fatma.ibrahim@yahoo.com,0987654321,,2025-05-16,Electronics,3.0,,M
CUST1139,Fatma Gaber,35.0,M,fatma.gaber@gmail.com,0987654321,5.57,2024-08-29,Books,,,M
CUST1140,Sara Hassan,53.0,Male,sara.hassan@yahoo.com,,415.28,32/13/2020,Books,,,Male
CUST1141,Ali Mahmoud,,female,ali.mahmoud@yahoo.com,,362.53,2025-04-12,Toys,1.0,,female
CUST1142,Ahmed Hassan,79.0,M,ahmed.hassan@gmail.com,,924.96,2024-04-21,Clothing,3.0,,M
CUST1143,Alaa Mahmoud,,male,alaa.mahmoud@hotmail.com,0987654321,663.01,2024-08-26,Clothing,3.0,,male
CUST1144,Ahmed Smith,-1.0,male,ahmed.smith@gmail.com,0987654321,316.02,2023-01-14,Home,3.0,,male
CUST1145,John Mahmoud,-1.0,Female,john.mahmoud@yahoo.com,0123456789,756.48,2023-06-08,Electronics,4.0,,Female
CUST1146,Alaa Smith,200.0,F,alaa.smith@hotmail.com,0987654321,891.17,2023-04-28,Books,4.0,,F
CUST1147,Fatma Hassan,,Male,fatma.hassan@hotmail.com,0987654321,749.79,2025-07-11,Books,5.0,,Male
CUST1148,Mark Gaber,-1.0,Male,mark.gaber@gmail.com,,323.94,2023-09-17,,2.0,,Male
CUST1149,Lina Ali,-1.0,female,lina.ali@hotmail.com,,232.81,2023-07-04,Electronics,,,female
CUST1150,Sara Ali,,M,sara.ali@gmail.com,0123456789,341.99,2024-06-13,Electronics,5.0,,M
CUST1151,Lina Ibrahim,200.0,M,lina.ibrahim@hotmail.com,,251.62,2025-03-27,Home,10.0,,M
CUST1152,Alaa Hassan,-1.0,female,alaa.hassan@gmail.com,0987654321,660.14,2024-09-20,Electronics,,,female
CUST1153,Ali Smith,200.0,Male,ali.smith@gmail.com,,656.09,2024-07-26,Home,2.0,,Male
CUST1154,John Gaber,-1.0,male,john.gaber@yahoo.com,0123456789,891.14,2024-02-18,Clothing,1.0,,male
CUST1155,Ahmed Ibrahim,200.0,Male,ahmed.ibrahim@hotmail.com,,65.06,2022-12-29,,10.0,,Male
CUST1156,Ali Ali,-1.0,male,ali.ali@yahoo.com,,354.43,2023-09-23,,3.0,,male
CUST1157,Ahmed Ali,89.0,Female,ahmed.ali@hotmail.com,,660.07,2023-04-21,Toys,1.0,,Female
CUST1158,Lina Gaber,,male,lina.gaber@yahoo.com,,916.59,2024-12-20,Home,4.0,,male
CUST1159,Fatma Ibrahim,,female,fatma.ibrahim@hotmail.com,,629.77,2025-04-22,Toys,2.0,,female
CUST1160,Ahmed Gaber,-1.0,,ahmed.gaber@yahoo.com,,839.25,2023-12-19,Books,10.0,,
CUST1161,Mark Ibrahim,-1.0,F,mark.ibrahim@hotmail.com,0123456789,647.76,2023-12-01,,5.0,,F
CUST1162,Fatma Gaber,200.0,M,fatma.gaber@yahoo.com,,249.85,2023-07-01,Home,5.0,,M
CUST1163,Lina Ibrahim,-1.0,female,lina.ibrahim@hotmail.com,0987654321,340.52,32/13/2020,Electronics,3.0,,female
CUST1164,Ahmed Mahmoud,200.0,male,ahmed.mahmoud@yahoo.com,0987654321,902.48,2023-10-14,Clothing,1.0,,male
CUST1165,Sara Ali,200.0,M,sara.ali@hotmail.com,,382.67,2024-01-29,Home,10.0,,M
CUST1166,Ali Hassan,,M,ali.hassan@hotmail.com,0987654321,653.73,2024-02-10,Clothing,2.0,,M
CUST1167,Ali Smith,-1.0,F,ali.smith@hotmail.com,,972.88,2023-10-14,Home,4.0,,F
CUST1168,Ali Mahmoud,-1.0,Female,ali.mahmoud@yahoo.com,,835.86,32/13/2020,Clothing,4.0,,Female
CUST1169,Fatma Ibrahim,200.0,female,fatma.ibrahim@hotmail.com,0123456789,641.96,2024-06-13,,1.0,,female
CUST1170,John Smith,200.0,M,john.smith@hotmail.com,0987654321,307.77,2025-03-29,,4.0,,M
CUST1171,Fatma Smith,87.0,Male,fatma.smith@yahoo.com,0123456789,867.78,32/13/2020,Clothing,3.0,,Male
CUST1172,Fatma Gaber,,Male,fatma.gaber@yahoo.com,,198.0,2025-07-04,,3.0,,Male
CUST1173,Alaa Hassan,,female,alaa.hassan@hotmail.com,,685.55,2024-10-30,Home,10.0,,female
CUST1174,Alaa Smith,-1.0,Female,alaa.smith@yahoo.com,0123456789,592.21,32/13/2020,Toys,2.0,,Female
CUST1175,Alaa Smith,,F,alaa.smith@yahoo.com,,583.35,2023-12-16,,2.0,,F
CUST1176,Mark Mahmoud,,Male,mark.mahmoud@gmail.com,,65.43,2024-03-06,Toys,2.0,,Male
CUST1177,John Ali,,F,john.ali@hotmail.com,0123456789,563.54,2025-04-14,Toys,5.0,,F
CUST1178,John Smith,-1.0,M,john.smith@yahoo.com,,566.84,2023-07-05,,2.0,,M
CUST1179,Fatma Hassan,200.0,Male,fatma.hassan@hotmail.com,,338.73,2025-06-08,Home,4.0,,Male
CUST1180,Ali Ali,200.0,male,ali.ali@hotmail.com,,153.08,2025-05-16,Books,,,male
CUST1181,John Gaber,-1.0,F,john.gaber@yahoo.com,0123456789,203.2,2024-07-27,Books,1.0,,F
CUST1182,Lina Hassan,,male,lina.hassan@gmail.com,,173.4,2024-06-25,Home,3.0,,male
CUST1183,John Hassan,30.0,female,john.hassan@gmail.com,,957.09,32/13/2020,Toys,1.0,,female
CUST1184,John Gaber,,Male,john.gaber@hotmail.com,0123456789,39.61,2022-10-31,Clothing,1.0,,Male
CUST1185,Lina Gaber,200.0,M,lina.gaber@hotmail.com,,467.64,2025-01-04,Electronics,3.0,,M
CUST1186,Mark Hassan,,Male,mark.hassan@gmail.com,0123456789,879.07,2023-11-06,Toys,3.0,,Male
CUST1187,Alaa Gaber,200.0,Male,alaa.gaber@yahoo.com,,739.06,2024-12-18,Electronics,2.0,,Male
CUST1188,Ali Gaber,200.0,male,ali.gaber@yahoo.com,0987654321,337.71,2024-05-12,,5.0,,male
CUST1189,Fatma Gaber,,F,fatma.gaber@yahoo.com,,211.5,2024-05-24,Electronics,5.0,,F
CUST1190,Lina Mahmoud,200.0,,lina.mahmoud@yahoo.com,0123456789,546.44,2022-10-30,Home,3.0,,
CUST1191,Ahmed Hassan,,male,ahmed.hassan@hotmail.com,0123456789,802.26,2025-03-17,Clothing,3.0,,male
CUST1192,Ahmed Smith,-1.0,Male,ahmed.smith@hotmail.com,0987654321,464.5,32/13/2020,Clothing,,,Male
CUST1193,John Hassan,-1.0,M,john.hassan@gmail.com,,293.42,2023-11-12,,5.0,,M
CUST1194,Lina Gaber,23.0,M,lina.gaber@gmail.com,0123456789,584.56,32/13/2020,Books,,,M
CUST1195,Fatma Hassan,84.0,male,fatma.hassan@yahoo.com,,449.45,2023-03-18,Electronics,10.0,,male
CUST1196,Ali Gaber,200.0,male,ali.gaber@yahoo.com,0987654321,647.39,2025-01-10,Electronics,4.0,,male
CUST1197,John Hassan,200.0,F,john.hassan@hotmail.com,,225.1,2025-07-16,,5.0,,F
CUST1198,Ahmed Ali,26.0,male,ahmed.ali@hotmail.com,,,2023-11-04,Clothing,,,male
CUST1199,Alaa Gaber,,female,alaa.gaber@hotmail.com,0123456789,616.2,2023-05-04,Books,4.0,,female
CUST1200,Ali Ali,-1.0,F,ali.ali@hotmail.com,0987654321,538.75,2023-06-14,Toys,10.0,,F
CUST1201,Fatma Mahmoud,200.0,Male,fatma.mahmoud@gmail.com,,193.47,2025-04-06,,,,Male
CUST1202,Sara Ibrahim,-1.0,Male,sara.ibrahim@hotmail.com,,45.36,2023-08-13,,1.0,,Male
CUST1203,Ali Gaber,,male,ali.gaber@yahoo.com,0987654321,736.35,2023-10-05,Home,,,male
CUST1204,Fatma Mahmoud,36.0,Male,fatma.mahmoud@gmail.com,0123456789,273.43,2023-09-26,Toys,5.0,,Male
CUST1205,John Hassan,23.0,Male,john.hassan@yahoo.com,0987654321,,2023-11-27,Home,,,Male
CUST1206,Alaa Mahmoud,200.0,male,alaa.mahmoud@gmail.com,,689.79,2025-06-08,Toys,3.0,,male
CUST1207,Ahmed Ali,200.0,male,ahmed.ali@hotmail.com,0987654321,877.79,2022-11-23,Home,5.0,,male
CUST1208,Fatma Hassan,-1.0,,fatma.hassan@yahoo.com,,179.63,2023-02-02,Electronics,10.0,,
CUST1209,Alaa Smith,-1.0,M,alaa.smith@hotmail.com,0987654321,87.22,2023-04-19,Books,10.0,,M
CUST1210,Fatma Ibrahim,79.0,male,fatma.ibrahim@yahoo.com,,688.98,2024-11-28,Toys,2.0,,male
CUST1211,Fatma Mahmoud,200.0,male,fatma.mahmoud@gmail.com,,545.4,2023-11-08,Electronics,10.0,,male
CUST1212,Sara Ibrahim,200.0,M,sara.ibrahim@hotmail.com,0987654321,859.82,2025-06-22,Toys,5.0,,M
CUST1213,Ahmed Ibrahim,200.0,male,ahmed.ibrahim@hotmail.com,0123456789,740.96,2023-03-01,,3.0,,male
CUST1214,Lina Hassan,200.0,F,lina.hassan@gmail.com,,240.1,2023-07-14,Home,1.0,,F
CUST1215,Ali Hassan,90.0,Male,ali.hassan@gmail.com,0987654321,81.5,2025-04-23,,2.0,,Male
CUST1216,John Mahmoud,200.0,male,john.mahmoud@hotmail.com,,325.06,2024-12-08,,10.0,,male
CUST1217,Alaa Smith,,,alaa.smith@gmail.com,0987654321,272.24,2024-04-16,Toys,3.0,,
CUST1218,Sara Gaber,200.0,M,sara.gaber@yahoo.com,,44.14,32/13/2020,Clothing,10.0,,M
CUST1219,Ali Smith,200.0,M,ali.smith@hotmail.com,,70.94,2025-03-07,Clothing,10.0,,M
CUST1220,Sara Hassan,67.0,female,sara.hassan@yahoo.com,0987654321,350.38,2023-02-17,,1.0,,female
CUST1221,Alaa Smith,33.0,F,alaa.smith@gmail.com,,836.95,2023-12-10,Clothing,10.0,,F
CUST1222,Fatma Smith,,Male,fatma.smith@gmail.com,0987654321,505.89,2025-03-01,,10.0,,Male
CUST1223,Fatma Mahmoud,83.0,Male,fatma.mahmoud@gmail.com,,917.86,2023-03-01,Books,2.0,,Male
CUST1224,Lina Ibrahim,67.0,,lina.ibrahim@yahoo.com,,321.98,2024-07-10,Electronics,4.0,,
CUST1225,Sara Hassan,200.0,Female,sara.hassan@gmail.com,,,2023-03-11,,2.0,,Female
CUST1226,Sara Mahmoud,58.0,Male,sara.mahmoud@yahoo.com,,190.38,2023-04-14,Home,10.0,,Male
CUST1227,Mark Mahmoud,49.0,M,mark.mahmoud@gmail.com,0987654321,24.98,2025-05-26,Electronics,2.0,,M
CUST1228,Lina Ibrahim,-1.0,F,lina.ibrahim@gmail.com,,798.65,2023-12-27,Books,2.0,,F
CUST1229,Fatma Ibrahim,-1.0,Female,fatma.ibrahim@gmail.com,,,32/13/2020,Electronics,5.0,,Female
CUST1230,Ali Smith,200.0,,ali.smith@gmail.com,0123456789,938.95,2023-09-06,Books,10.0,,
CUST1231,Ahmed Smith,,female,ahmed.smith@yahoo.com,,610.21,2023-03-23,,10.0,,female
CUST1232,Alaa Hassan,28.0,F,alaa.hassan@hotmail.com,0123456789,679.49,2022-12-30,Books,5.0,,F
CUST1233,Lina Smith,65.0,,lina.smith@yahoo.com,,741.96,2022-11-24,Electronics,2.0,,
CUST1234,Lina Ali,,,lina.ali@hotmail.com,0987654321,460.62,2025-03-06,Toys,2.0,,
CUST1235,Fatma Mahmoud,,M,fatma.mahmoud@yahoo.com,0123456789,,2022-11-07,,3.0,,M
